timestamp,hour,day_of_week,month,is_weekend,temperature_C,humidity,demand_MW,demand_lag_1h,demand_lag_24h,demand_lag_7d,rolling_mean_24h,rolling_max_24h
2026-01-11 22:00:00,22,6,1,1,15.8079719709742,71.20859609306908,5711.11631673761,6001.304015383347,5552.223010837771,5805.706961365774,5420.824140679285,6083.276236834196
2026-01-11 23:00:00,23,6,1,1,18.633789406553223,73.40262009079439,5276.152363067771,5711.11631673761,5367.213747047867,5280.760290879448,5427.444695091778,6083.276236834196
2026-01-12 00:00:00,0,0,1,0,19.62114777291026,73.69696433403548,5106.181335134067,5276.152363067771,4849.594263078785,5079.636680811537,5423.650470759274,6083.276236834196
2026-01-12 01:00:00,1,0,1,0,18.298696095607387,66.99644936294614,5145.5940618931645,5106.181335134067,4962.917292353028,5222.760492037892,5434.341598761578,6083.276236834196
2026-01-12 02:00:00,2,0,1,0,23.118489936975266,68.156249613702,5173.307184590414,5145.5940618931645,4914.897076068961,5264.467307125627,5441.95313082575,6083.276236834196
2026-01-12 03:00:00,3,0,1,0,19.319254027126316,60.37688552023089,5312.85372662429,5173.307184590414,4975.452507902106,5177.8693890540735,5452.720218680811,6083.276236834196
2026-01-12 04:00:00,4,0,1,0,21.839933269954525,75.92177174004128,5114.461954859477,5312.85372662429,4982.990909041406,5298.685235543004,5466.778602794235,6083.276236834196
2026-01-12 05:00:00,5,0,1,0,23.902015640416533,64.70671784832497,5258.993193634668,5114.461954859477,4946.068795679327,5223.721037767999,5472.256563036655,6083.276236834196
2026-01-12 06:00:00,6,0,1,0,27.161909933599173,65.26598274570306,5522.557680354618,5258.993193634668,5239.944436886115,5215.78737062584,5485.295079618128,6083.276236834196
2026-01-12 07:00:00,7,0,1,0,24.140301998743443,65.55354003093927,5594.583764677908,5522.557680354618,5369.694946943258,5582.181404894311,5497.070631429314,6083.276236834196
2026-01-12 08:00:00,8,0,1,0,29.24474562823244,69.25881593530437,6000.712029028474,5594.583764677908,5705.195493798414,5824.071659589933,5506.440998834925,6083.276236834196
2026-01-12 09:00:00,9,0,1,0,28.55088349746212,49.82684934478963,5946.649095892608,6000.712029028474,5999.829483046304,5997.999240501919,5518.754187802845,6083.276236834196
2026-01-12 10:00:00,10,0,1,0,27.857864042350265,64.41644345872527,5843.476097464428,5946.649095892608,5615.440788403668,6159.472091147185,5516.538338338108,6083.276236834196
2026-01-12 11:00:00,11,0,1,0,30.522784342840247,62.104957172523335,5879.564378182203,5843.476097464428,5712.285725233825,5673.405000839089,5526.039809548973,6083.276236834196
2026-01-12 12:00:00,12,0,1,0,30.298589543360205,60.52280538168944,5748.635837193795,5879.564378182203,5890.760665328604,5640.171374183803,5533.009753421821,6083.276236834196
2026-01-12 13:00:00,13,0,1,0,28.929303815707147,72.38062005718317,5250.643718630788,5748.635837193795,5608.7234730322325,5581.66714516619,5527.0878855828705,6083.276236834196
2026-01-12 14:00:00,14,0,1,0,29.434830146407226,58.95897160323609,5382.312063494347,5250.643718630788,4996.277005997019,5386.431692169776,5512.167895816144,6083.276236834196
2026-01-12 15:00:00,15,0,1,0,27.957563510640096,68.28868642873023,5327.727063732489,5382.312063494347,5082.809544706535,5471.375074680384,5528.252689878533,6083.276236834196
2026-01-12 16:00:00,16,0,1,0,27.670276017876876,66.41207073101661,5476.9869383774685,5327.727063732489,5228.857471392347,5342.026460061994,5538.457586504614,6083.276236834196
2026-01-12 17:00:00,17,0,1,0,27.287291237294177,71.20649239657166,5796.756711829574,5476.9869383774685,5382.74217447739,5750.876240557613,5548.7963142956605,6083.276236834196
2026-01-12 18:00:00,18,0,1,0,27.37902522421803,61.498736919159846,5898.277629660821,5796.756711829574,5667.473840971392,5987.043557845368,5566.046920018668,6083.276236834196
2026-01-12 19:00:00,19,0,1,0,21.84918152624712,65.04072843600822,6343.271944682863,5898.277629660821,5963.806471858941,6258.833769656569,5575.663744547394,6083.276236834196
2026-01-12 20:00:00,20,0,1,0,25.6995500619844,71.49066449399791,6234.097806304529,6343.271944682863,6083.276236834196,6340.017149490545,5591.474805915058,6343.271944682863
2026-01-12 21:00:00,21,0,1,0,18.53633439478351,73.1511724653021,6328.185811655006,6234.097806304529,6001.304015383347,5993.9148430767655,5597.759037976321,6343.271944682863
2026-01-12 22:00:00,22,0,1,0,20.442195338524435,61.96577652964911,6019.098763777452,6328.185811655006,5711.11631673761,5850.663592619268,5611.379112820974,6343.271944682863
2026-01-12 23:00:00,23,0,1,0,21.05284667828153,66.56648225288659,5555.880767767465,6019.098763777452,5276.152363067771,5644.257746702089,5624.211714780967,6343.271944682863
2026-01-13 00:00:00,0,1,1,0,20.42148780160255,71.63687180811853,5230.731969433357,5555.880767767465,5106.181335134067,5248.749865171218,5635.867064976788,6343.271944682863
2026-01-13 01:00:00,1,1,1,0,19.23632158882377,74.72339599555632,5195.111240286313,5230.731969433357,5145.5940618931645,5276.96556009978,5641.056674739259,6343.271944682863
2026-01-13 02:00:00,2,1,1,0,20.357689605541896,66.3534640101559,5264.089703150237,5195.111240286313,5173.307184590414,5215.956596010941,5643.11989050564,6343.271944682863
2026-01-13 03:00:00,3,1,1,0,20.724964692079013,54.92124476645999,5185.449138733748,5264.089703150237,5312.85372662429,5240.854678230903,5646.902495445633,6343.271944682863
2026-01-13 04:00:00,4,1,1,0,21.615952864583683,71.48494892347658,5200.031230978596,5185.449138733748,5114.461954859477,5239.242399380879,5641.593970950194,6343.271944682863
2026-01-13 05:00:00,5,1,1,0,24.980307920018934,60.41218100626687,5431.644156728024,5200.031230978596,5258.993193634668,5363.296635873587,5645.159357455156,6343.271944682863
2026-01-13 06:00:00,6,1,1,0,25.53552322894757,56.03843974912464,5417.384641087646,5431.644156728024,5522.557680354618,5458.543295682304,5652.353147584046,6343.271944682863
2026-01-13 07:00:00,7,1,1,0,25.25473083262162,52.16005879224416,5707.213744546746,5417.384641087646,5594.583764677908,5631.145278132299,5647.970937614588,6343.271944682863
2026-01-13 08:00:00,8,1,1,0,28.84939981314988,67.8753244317838,5888.647275880689,5707.213744546746,6000.712029028474,5790.911565024885,5652.663853442457,6343.271944682863
2026-01-13 09:00:00,9,1,1,0,28.99648318724765,64.34554902095148,6176.28559198456,5888.647275880689,5946.649095892608,5908.135257968814,5647.994488727966,6343.271944682863
2026-01-13 10:00:00,10,1,1,0,30.54942019718063,61.4871239584123,6030.400530488275,6176.28559198456,5843.476097464428,5866.256909615883,5657.562676065131,6343.271944682863
2026-01-13 11:00:00,11,1,1,0,30.77407239433076,69.40327113878227,5868.638965102396,6030.400530488275,5879.564378182203,5864.224989042518,5665.351194107791,6343.271944682863
2026-01-13 12:00:00,12,1,1,0,28.756507483616893,67.05706817658354,5664.751981460786,5868.638965102396,5748.635837193795,5511.886969221055,5664.8959685628,6343.271944682863
2026-01-13 13:00:00,13,1,1,0,28.989357571149885,71.78894991380467,5367.260633380607,5664.751981460786,5250.643718630788,5716.600081292556,5661.400807907258,6343.271944682863
2026-01-13 14:00:00,14,1,1,0,30.45106742660709,55.72057544054006,5690.536795771626,5367.260633380607,5382.312063494347,5287.328340503066,5666.259846021833,6343.271944682863
2026-01-13 15:00:00,15,1,1,0,29.45108930408293,63.21148436737213,5546.873677471663,5690.536795771626,5327.727063732489,5547.817850496238,5679.102543200053,6343.271944682863
2026-01-13 16:00:00,16,1,1,0,27.46864760905378,56.68837979892229,5408.152442920766,5546.873677471663,5476.9869383774685,5511.978092176266,5688.233652105852,6343.271944682863
2026-01-13 17:00:00,17,1,1,0,26.470086300475774,64.32402793038962,5466.132102352475,5408.152442920766,5796.756711829574,5510.841615787299,5685.365548128489,6343.271944682863
2026-01-13 18:00:00,18,1,1,0,26.91649734368264,63.91537259058877,5935.448265920195,5466.132102352475,5898.277629660821,5829.23875827345,5671.5895227336105,6343.271944682863
2026-01-13 19:00:00,19,1,1,0,22.81854769123365,71.16008480245179,6205.486773850119,5935.448265920195,6343.271944682863,6228.908494968783,5673.138299244417,6343.271944682863
2026-01-13 20:00:00,20,1,1,0,23.320646071755057,67.90336715548095,6416.721962300932,6205.486773850119,6234.097806304529,6351.639855749153,5667.3972504597195,6328.185811655006
2026-01-13 21:00:00,21,1,1,0,21.16117711541642,72.30421171060809,6354.165888124553,6416.721962300932,6328.185811655006,6070.816048150142,5675.006590292903,6416.721962300932
2026-01-13 22:00:00,22,1,1,0,20.34335117623698,73.27685484232859,5868.853333193239,6354.165888124553,6019.098763777452,5899.070303008939,5676.089093479134,6416.721962300932
2026-01-13 23:00:00,23,1,1,0,21.818536146535443,79.5016680843409,5727.344802129505,5868.853333193239,5555.880767767465,5586.618242508722,5669.828867204792,6416.721962300932
2026-01-14 00:00:00,0,2,1,0,21.23812452348205,67.55682955713195,5276.568261309511,5727.344802129505,5230.731969433357,5151.360413420016,5676.973201969878,6416.721962300932
2026-01-14 01:00:00,1,2,1,0,21.390635322555617,64.32144177087916,5307.576094080576,5276.568261309511,5195.111240286313,5294.594601466826,5678.8830474647175,6416.721962300932
2026-01-14 02:00:00,2,2,1,0,22.628091191809304,69.39075424231552,5251.400234996291,5307.576094080576,5264.089703150237,5272.181790137463,5683.569083039478,6416.721962300932
2026-01-14 03:00:00,3,2,1,0,21.4959718565164,64.94141956474081,5013.526528480902,5251.400234996291,5185.449138733748,5205.864079591708,5683.04035519973,6416.721962300932
2026-01-14 04:00:00,4,2,1,0,23.52292945694245,74.94375322232297,5215.213610291993,5013.526528480902,5200.031230978596,5176.159660833276,5675.876913105862,6416.721962300932
2026-01-14 05:00:00,5,2,1,0,23.24050463959721,66.31555655755578,5179.163940960047,5215.213610291993,5431.644156728024,5159.769731429724,5676.50951224392,6416.721962300932
2026-01-14 06:00:00,6,2,1,0,25.486249528732664,63.331743490517184,5406.996153241405,5179.163940960047,5417.384641087646,5569.275224411408,5665.989503253587,6416.721962300932
2026-01-14 07:00:00,7,2,1,0,26.09888064396108,63.37420494347165,5722.571935740959,5406.996153241405,5707.213744546746,5683.782902156062,5665.556649593327,6416.721962300932
2026-01-14 08:00:00,8,2,1,0,27.64549394748908,68.24024135411585,5848.26352852612,5722.571935740959,5888.647275880689,5747.0815345313085,5666.196574226419,6416.721962300932
2026-01-14 09:00:00,9,2,1,0,29.42826944408811,62.6114764729809,6171.9248409540005,5848.26352852612,6176.28559198456,6069.196654911222,5664.513918086646,6416.721962300932
2026-01-14 10:00:00,10,2,1,0,28.102795994071982,61.11970870349771,5863.280723151227,6171.9248409540005,6030.400530488275,6005.446339850217,5664.332220127039,6416.721962300932
2026-01-14 11:00:00,11,2,1,0,32.96821004497353,69.24901255663619,6041.575865830928,5863.280723151227,5868.638965102396,5679.585624849132,5657.3688948213285,6416.721962300932
2026-01-14 12:00:00,12,2,1,0,28.49097392775045,59.77546904726594,5231.006871546613,6041.575865830928,5664.751981460786,6000.458387319181,5664.57459901835,6416.721962300932
2026-01-14 13:00:00,13,2,1,0,28.008346212263746,64.57198802158035,5318.724899160617,5231.006871546613,5367.260633380607,5508.217751061805,5646.50188610526,6416.721962300932
2026-01-14 14:00:00,14,2,1,0,31.067293329172298,65.51442542763054,5576.821567802243,5318.724899160617,5690.536795771626,5226.436296277397,5644.479563846094,6416.721962300932
2026-01-14 15:00:00,15,2,1,0,29.723027946877146,55.03720488510064,5389.908296281356,5576.821567802243,5546.873677471663,5477.4559775601965,5639.74142934737,6416.721962300932
2026-01-14 16:00:00,16,2,1,0,28.43617972557823,66.49597669912487,5301.534458425316,5389.908296281356,5408.152442920766,5373.672294288327,5633.201205131108,6416.721962300932
